"Id";"Name";"Account Name";"Login";"Password";"Pass Is Reset";"Dealer OPICS Id";"Dealer OPICS Name";"Flags";"Market State";"IB Is On";"IB Commission (pts)";"IB Password";"IP Filter On";"IP Filter";"Ext info";"Group For Hedge";"Don't check in PK";
"104";"prym1";"PRYM";"prym1";"";"No";"";"";"";"Open";"No";"0";"";"Yes";"91.213.113.231;192.168.203.76;192.168.205.76";"";"Clients narrow";"No";
"109";"psbf.api";"PSBF";"psbf.api";"";"No";"";"";"";"Open";"No";"0";"";"No";"";"";"PSBF Stream";"No";
"16";"psbf.bbg";"PSBF";"psbf.bbg";"";"";"";"";"No Better Prices";"Open";"No";"0";"";"No";"";"BBG0: enabled";"FOK Quote";"No";
"418";"psbf.ebsd";"PSBF";"psbf.ebsd";"";"Yes";"";"";"Deleted, No Better Prices";"Open";"No";"0";"";"No";"";"EBSD1: alias = PROMSVYAZBANK";"Clients narrow";"No";
"456";"psbf.ebsd2";"PSBF";"psbf.ebsd2";"";"No";"";"";"No Better Prices, Own Deals, Own STP Deals, Exclude My Deals, Exclude My STP Deals";"Open";"No";"0";"";"No";"";"EBSD2: alias = PSBF";"EBS Direct Onshore";"No";
"457";"psbf.ebsdfa";"PSBF";"psbf.ebsdfa";"";"No";"";"";"No Better Prices, Own Deals, Own STP Deals, Exclude My Deals, Exclude My STP Deals";"Open";"No";"0";"";"No";"";"EBSD FA: alias = PSBF";"EBS Direct FA";"No";
"337";"psbf.fxp";"PSBF";"psbf.fxp";"";"No";"";"";"No Better Prices, Own Deals, Own STP Deals, Exclude My Deals, Don't validate";"Open";"No";"0";"";"No";"";"";"PSBF Stream";"No";
"28";"psbf.int";"PSBF";"psbf.int";"";"";"";"";"No Better Prices, Don't validate";"Open";"No";"0";"";"No";"";"INT0: alias = PSBF";"Novm.int";"No";
"129";"psbf.stp";"PSBF";"psbf.stp";"";"Yes";"";"";"";"Indicative";"No";"0";"";"No";"";"";" Not Set ";"";
"96";"psbf1";"PSBF";"psbf1";"";"No";"";"";"";"Open";"No";"0";"";"No";"";"";"Clients narrow";"No";
"130";"psbf2";"PSBF";"psbf2";"";"Yes";"";"";"";"Open";"No";"0";"";"No";"";"";"Clients narrow";"No";
"218";"qbfn.api";"QBFN";"qbfn.api";"";"Yes";"";"";"No Better Prices, Don't validate";"Closed";"No";"0";"";"No";"";"";"MEIN Stream";"No";
"430";"qtmb1";"QTMB";"qtmb1";"";"No";"";"";"";"Indicative";"No";"0";"";"No";"";"";"Clients narrow";"No";
"139";"raif.bbg";"RAIF";"raif.bbg";"";"Yes";"";"";"No Better Prices";"Open";"No";"0";"";"No";"";"BBG0: enabled";"FOK Quote";"No";
"24";"rbiv.int";"RBIV";"rbiv.int";"";"";"";"";"No Better Prices, Don't validate";"Open";"No";"0";"";"No";"";"INT0: alias = RBIV";"Novm.int";"No";
"190";"rbkb.bbg";"RBKB";"rbkb.bbg";"";"Yes";"";"";"No Better Prices";"Open";"No";"0";"";"No";"";"BBG0: enabled";"FOK Quote";"No";
"268";"rcb";"Demo Stream";"rcb";"";"Yes";"";"";"Deleted";"Indicative";"No";"0";"";"No";"";"";"Viena Traders";"No";
"269";"rcb1";"RCB";"rcb1";"";"Yes";"";"";"Deleted";"Indicative";"No";"0";"";"No";"";"RCB";"Viena Traders";"No";
"192";"rcbl.bbg";"RCBL";"rcbl.bbg";"";"Yes";"";"";"No Better Prices";"Open";"No";"0";"";"No";"";"BBG0: enabled";"FOK Quote";"No";
"385";"rcbl.stp";"RCBL";"rcbl.stp";"";"Yes";"";"";"";"Indicative";"No";"0";"";"No";"195.68.152.1;192.168.203.9;192.168.205.9";"";" Not Set ";"No";
"189";"rcbl1";"RCBL";"rcbl1";"";"No";"";"";"";"Open";"No";"0";"";"No";"194.190.102.0/24;83.242.145.160/27;83.229.211.128/27";"";"Clients wide";"No";
"241";"rcbl2";"RCBL";"rcbl2";"";"No";"";"";"";"Open";"No";"0";"";"No";"194.190.102.0/24;83.242.145.160/27;83.229.211.128/27";"";"Clients wide";"No";
"242";"rcbl3";"RCBL";"rcbl3";"";"No";"";"";"";"Open";"No";"0";"";"No";"194.190.102.0/24;83.242.145.160/27;83.229.211.128/27";"";"Clients wide";"No";
"388";"rcbl4";"RCBL";"rcbl4";"";"Yes";"";"";"";"Open";"No";"0";"";"No";"194.190.102.0/24;83.242.145.160/27;83.229.211.128/27";"";"Clients wide";"No";
"421";"rcbw.bbg";"RCBW";"rcbw.bbg";"";"Yes";"";"";"No Better Prices";"Open";"No";"0";"";"No";"";"BBG0: enabled";"FOK Quote";"No";
"420";"rcbw.trd";"RCBW";"rcbw.trd";"";"No";"";"";"No Better Prices, Don't validate";"Open";"No";"0";"";"No";"";"";"Novm.trd";"No";
"312";"rebm.stp";"REBM";"rebm.stp";"";"Yes";"";"";"";"Indicative";"No";"0";"";"Yes";"91.217.102.0/24;192.168.203.77;192.168.205.77";"РОСЕВРОБАНК.Создан10.09.2014.";"Clients narrow";"No";
"187";"rebm1";"REBM";"rebm1";"";"No";"";"";"";"Open";"No";"0";"";"Yes";"91.217.102.0/24;192.168.203.77;192.168.205.77";"РОСЕВРОБАНК.Создан10.09.2014.";"FOK Quote";"No";
"321";"rebm2";"REBM";"rebm2";"";"No";"";"";"";"Open";"No";"0";"";"Yes";"91.217.102.0/24;192.168.203.77;192.168.205.77";"РОСЕВРОБАНК.Создан10.09.2014.";"FOK Quote";"No";
"322";"rebm3";"REBM";"rebm3";"";"No";"";"";"";"Open";"No";"0";"";"Yes";"91.217.102.0/24;192.168.203.77;192.168.205.77";"РОСЕВРОБАНК.Создан10.09.2014.";"FOK Quote";"No";
"345";"rebm4";"REBM";"rebm4";"";"Yes";"";"";"";"Open";"No";"0";"";"No";"91.217.102.0/24";"РОСЕВРОБАНК.Создан10.09.2014.";"FOK Quote";"No";
"193";"repb1";"REPB";"repb1";"";"Yes";"";"";"";"Indicative";"No";"0";"";"Yes";"172.28.44.219";"JSC BANK REPUBLIC, GEORGIA";"Clients narrow";"No";
"423";"ret";"RET";"ret";"";"Yes";"";"";"No Better Prices, Don't validate";"Open";"No";"0";"";"No";"";"";"Position Keeping";"No";
"422";"retail";"Retail";"Retail";"";"Yes";"";"";"";"Open";"No";"0";"";"No";"";"";"Position Keeping";"No";
"373";"ribr1";"RIBR";"ribr1";"";"No";"";"";"";"Indicative";"No";"0";"";"No";"";"";"Clients narrow";"No";
"374";"riet1";"RIET";"riet1";"";"Yes";"";"";"";"Indicative";"No";"0";"";"No";"";"";"Clients narrow";"No";
"131";"rinb1";"RINB";"rinb1";"";"No";"";"";"";"Open";"No";"0";"";"Yes";"62.76.122.0/24;192.168.203.78;192.168.205.78";"";"Clients narrow";"No";
"240";"rinb2";"RINB";"rinb2";"";"No";"";"";"";"Open";"No";"0";"";"Yes";"62.76.122.0/24;192.168.203.78;192.168.205.78";"Росинтербанк";"Clients narrow";"No";
"291";"rncn.bbg";"RNCN";"rncn.bbg";"";"Yes";"";"";"No Better Prices";"Open";"No";"0";"";"No";"";"BBG0: enabled";"Corporates BBG";"No";
"313";"rncn.bbg non-trade";"RNCN";"rncn.bbg non-trade";"";"Yes";"";"";"No Better Prices";"Indicative";"No";"0";"";"No";"";"Ренесанс констракшен зао";"Corporates BBG";"No";
"292";"rnhv.bbg";"RNHV";"rnhv.bbg";"";"Yes";"";"";"No Better Prices";"Open";"No";"0";"";"No";"";"BBG0: enabled";"Corporates BBG";"No";
"318";"roni.fxp";"RONI";"roni.fxp";"";"No";"";"";"No Better Prices, Own Deals, Own STP Deals, Exclude My Deals, Don't validate";"Open";"No";"0";"";"No";"";"";"Ronin";"No";
"317";"roni1";"RONI";"roni1";"";"Yes";"";"";"";"Open";"No";"0";"";"No";"";"RONIN EUROPE LIMITED";"Ronin";"No";
"349";"roni2";"RONI";"roni2";"";"No";"";"";"";"Open";"No";"0";"";"No";"";"RONIN EUROPE LIMITED";"Ronin";"No";
"350";"roni3";"RONI";"roni3";"";"Yes";"";"";"";"Open";"No";"0";"";"No";"";"RONIN EUROPE LIMITED";"Ronin";"No";
"275";"ropr.bbg";"ROPR";"ropr.bbg";"";"Yes";"";"";"No Better Prices";"Open";"No";"0";"";"No";"";"BBG0: enabled";"FOK Quote";"No";
"92";"ropr.stp";"ROPR";"ropr.stp";"";"No";"";"";"";"Open";"No";"0";"";"No";"";"";" Not Set ";"No";
"83";"ropr1";"ROPR";"ropr1";"";"No";"";"";"No Better Prices";"Open";"No";"0";"";"Yes";"194.154.64.0/19,195.151.0.0/16;192.168.203.79,192.168.203.80;192.168.205.79,192.168.205.80";"";"Clients narrow";"No";
"454";"ropr2";"ROPR";"ropr2";"";"No";"";"";"No Better Prices";"Indicative";"No";"0";"";"No";"194.154.64.0/19,195.151.0.0/16;192.168.203.79,192.168.203.80;192.168.205.79,192.168.205.80";"";"Clients narrow";"No";
"79";"rosa.bbg";"ROSA";"rosa.bbg";"";"Yes";"";"";"No Better Prices";"Open";"No";"0";"";"No";"";"BBG0: enabled";"FOK Quote";"No";
"325";"rosn.bbg";"ROSN";"rosn.bbg";"";"Yes";"";"";"No Better Prices";"Open";"No";"0";"";"No";"";"BBG0: enabled";"Corporates BBG";"No";
"100";"rost.bbg";"ROST";"rost.bbg";"";"Yes";"";"";"No Better Prices";"Closed";"No";"0";"";"No";"";"BBG0: enabled";"FOK Quote";"No";
"60";"rost.fxp";"ROST";"rost.fxp";"";"";"";"";"No Better Prices, Don't validate";"Closed";"No";"0";"";"No";"";"";"PSBF Stream";"No";
"98";"rost1";"ROST";"rost1";"";"No";"";"";"";"Closed";"No";"0";"";"No";"";"";"PSBF Stream";"No";
"12";"rosx.bbg";"ROSX";"rosx.bbg";"";"";"";"";"No Better Prices";"Open";"No";"0";"";"No";"";"BBG0: enabled";"FOK Quote";"No";
"363";"rosx1";"ROSX";"rosx1";"";"Yes";"";"";"";"Open";"No";"0";"";"No";"";"";"Clients narrow";"No";
"144";"rrdb1";"RRDB";"rrdb1";"";"No";"";"";"";"Open";"No";"0";"";"Yes";"195.230.111.0/24;192.168.203.81;192.168.205.81";"";"Clients narrow Crazy";"No";
"198";"rslb1";"RSLB";"rslb1";"";"No";"";"";"";"Indicative";"No";"0";"";"Yes";"91.199.223.140;192.168.203.82;192.168.205.82";"";"Clients narrow";"No";
"266";"ruabza";"SPOT01";"ruabza";"";"No";"";"";"";"Open";"No";"0";"";"No";"";"Базжин Алексей";"Traders";"No";
"371";"ruamian";"CORP";"ruamian";"";"No";"";"";"Don't validate";"Open";"No";"0";"";"No";"";"";"Corporates Manual";"No";
"277";"ruammt";"CORP";"ruammt";"";"No";"";"";"No Better Prices, Don't validate";"Open";"No";"0";"";"No";"";"";"Corporates Manual";"No";
"276";"ruammt1";"RDEAL";"ruammt1";"";"Yes";"";"";"Deleted, No Better Prices";"Open";"No";"0";"";"No";"";"";"Clients narrow";"No";
"265";"ruascv";"SPOT01";"ruascv";"";"No";"";"";"";"Open";"No";"0";"";"No";"";"Щеглов Валера";"Traders";"No";
"278";"ruasyd";"CORP";"ruasyd";"";"No";"";"";"Don't validate";"Open";"No";"0";"";"No";"";"";"Corporates Manual";"No";
"4";"ruavda";"RDEAL";"ruavda";"";"No";"";"";"Don't validate";"Open";"No";"0";"";"No";"";"";"Traders";"No";
"308";"ruavda01";"SPOT01";"ruavda01";"";"No";"";"";"Don't validate";"Open";"No";"0";"";"No";"";"Базжин Алексей";"Traders";"No";
"381";"ruazds";"CORP";"ruazds";"";"No";"";"";"";"Indicative";"No";"0";"";"No";"";"";"Corporates Manual";"No";
"74";"rusc.int";"RUSC";"rusc.int";"";"Yes";"";"";"No Better Prices, Don't validate";"Open";"No";"0";"";"No";"";"INT0: alias = ROSCAP";"Novm.int";"No";
"279";"rzbm";"RZBM";"rzbm";"";"No";"";"";"No Better Prices, Don't validate";"Open";"No";"0";"";"No";"";"";"Corporates 360t Margin";"No";
"319";"rzbm2";"RZBM2";"rzbm2";"";"No";"";"";"No Better Prices, Don't validate";"Open";"No";"0";"";"No";"";"";"Corporates BBG Margin";"No";
"287";"rzbv1";"RZBV";"rzbv1";"";"No";"";"";"";"Indicative";"No";"0";"";"No";"";"Ernst GALAVICS/RZB/AT@RZB-WIEN";"Viena Traders";"No";
"201";"sbrb1";"SBRB";"sbrb1";"";"Yes";"";"";"";"Indicative";"No";"0";"";"No";"";"";"Clients narrow";"No";
"442";"sbrr.ebsd2";"SBRF";"sbrr.ebsd2";"";"No";"";"";"No Better Prices, Own Deals, Own STP Deals, Exclude My Deals, Exclude My STP Deals";"Open";"No";"0";"";"No";"";"EBSD2: alias = SBRR";"EBS Direct Onshore";"No";
"443";"sbrr.ebsdfa";"SBRF";"sbrr.ebsdfa";"";"No";"";"";"No Better Prices, Own Deals, Own STP Deals, Exclude My Deals, Exclude My STP Deals";"Open";"No";"0";"";"No";"";"EBSD FA: alias = SBRR";"EBS Direct FA";"No";
"88";"scrd.bbg";"SCRD";"scrd.bbg";"";"Yes";"";"";"No Better Prices";"Open";"No";"0";"";"No";"";"BBG0: enabled";"FOK Quote";"No";
"439";"scxl.ebsd2";"SCXL";"scxl.ebsd2";"";"No";"";"";"No Better Prices, Own Deals, Own STP Deals, Exclude My Deals, Exclude My STP Deals";"Open";"No";"0";"";"No";"";"EBSD2: alias = SCXL";"EBS Direct Onshore";"No";
"438";"scxl.ebsdfa";"SCXL";"scxl.ebsdfa";"";"No";"";"";"No Better Prices, Own Deals, Own STP Deals, Exclude My Deals, Exclude My STP Deals";"Open";"No";"0";"";"No";"";"EBSD FA: alias = SCXL";"EBS Direct FA";"No";
"82";"sdmb1";"SDMB";"sdmb1";"";"No";"";"";"";"Open";"No";"0";"";"Yes";"193.189.120.120;192.168.203.83;192.168.205.83";"";"Clients narrow";"No";
"175";"sdrd1";"SDRD";"sdrd1";"";"No";"";"";"";"Open";"No";"0";"";"Yes";"85.132.96.130;192.168.203.84;192.168.205.84";"";"Clients narrow";"No";
"204";"sgaz1";"SGAZ";"sgaz1";"";"Yes";"";"";"";"Indicative";"No";"0";"";"No";"";"";"Clients narrow";"No";
"452";"sgsp.ebsd1";"SGSP";"sgsp.ebsd1";"";"No";"";"";"No Better Prices, Own Deals, Own STP Deals, Exclude My Deals, Exclude My STP Deals";"Open";"No";"0";"";"No";"";"EBSD1: alias = SGSP";"EBS Direct Offshore";"No";
"451";"sgsp.ebsdfa";"SGSP";"sgsp.ebsdfa";"";"No";"";"";"No Better Prices, Own Deals, Own STP Deals, Exclude My Deals, Exclude My STP Deals";"Open";"No";"0";"";"No";"";"EBSD FA: alias = SGSP";"EBS Direct FA";"No";
"17";"skba.bbg";"SKBA";"skba.bbg";"";"";"";"";"No Better Prices";"Open";"No";"0";"";"No";"";"BBG0: enabled";"FOK Quote";"No";
"272";"skba1";"SKBA";"skba1";"";"Yes";"";"";"";"Indicative";"No";"0";"";"No";"";"";"Clients narrow";"No";
"255";"skyh.api";"SKYH";"skyh.api";"";"Yes";"";"";"No Better Prices, Don't validate";"Indicative";"No";"0";"";"No";"";"";"Clients narrow";"No";
"338";"skyh1";"SKYH";"skyh1";"";"No";"";"";"";"Indicative";"No";"0";"";"No";"";"";"Clients narrow";"No";
"248";"sngb1";"SNGB";"sngb1";"";"Yes";"";"";"";"Indicative";"No";"0";"";"No";"";"";"Clients narrow";"No";
"151";"sudm.bbg";"SUDM";"sudm.bbg";"";"Yes";"";"";"No Better Prices";"Closed";"No";"0";"";"No";"";"BBG0: enabled";"FOK Quote";"No";
"52";"sudm.int";"SUDM";"sudm.int";"";"";"";"";"No Better Prices";"Closed";"No";"0";"";"No";"";"INT0: alias = SUDM";"Clients narrow";"No";
"101";"sudm.stp";"SUDM";"sudm.stp";"";"Yes";"";"";"";"Closed";"No";"0";"";"No";"";"";" Not Set ";"No";
"57";"sudm1";"SUDM";"sudm1";"";"No";"";"";"";"Closed";"No";"0";"";"Yes";"195.133.192.0/24;192.168.203.85;192.168.205.85";"";"Clients narrow";"No";
"58";"sudm2";"SUDM";"sudm2";"";"No";"";"";"";"Closed";"No";"0";"";"Yes";"195.133.192.0/24";"";"Clients narrow";"No";
"63";"svzb.bbg";"SVZB";"svzb.bbg";"";"";"";"";"No Better Prices";"Open";"No";"0";"";"No";"";"BBG0: enabled";"FOK Quote";"No";
"351";"svzb.stp";"SVZB";"svzb.stp";"";"Yes";"";"";"";"Closed";"No";"0";"";"No";"";"";" Not Set ";"No";
"114";"svzb1";"SVZB";"svzb1";"";"No";"";"";"";"Open";"No";"0";"";"Yes";"193.33.123.0/24; 193.33.122.0/24;192.168.203.86; 192.168.203.87;192.168.205.86; 192.168.205.87";"";"Clients narrow";"No";
"119";"svzb2";"SVZB";"svzb2";"";"No";"";"";"";"Open";"No";"0";"";"Yes";"193.33.123.0/24; 193.33.122.0/24;192.168.203.86; 192.168.203.87;192.168.205.86; 192.168.205.87";"";"Clients narrow";"No";
"288";"svzb3";"SVZB";"svzb3";"";"No";"";"";"";"Open";"No";"0";"";"Yes";"193.33.123.0/24; 193.33.122.0/24;192.168.203.86; 192.168.203.87;192.168.205.86; 192.168.205.87";"";"Clients narrow";"No";
"169";"SWAP";"SWAP";"SWAP";"";"No";"";"";"";"Open";"No";"0";"";"No";"";"";" Not Set ";"No";
"237";"tbbr.bbg";"TBBR";"tbbr.bbg";"";"Yes";"";"";"No Better Prices";"Open";"No";"0";"";"No";"";"BBG0: enabled";"FOK Quote";"No";
"335";"tbid.api";"TBID";"tbid.api";"";"No";"";"";"No Better Prices, Don't validate";"Indicative";"No";"0";"";"No";"";"";"Clients narrow";"No";
"407";"tcbm.bbg";"TCBM";"tcbm.bbg";"";"Yes";"";"";"No Better Prices";"Open";"No";"0";"";"No";"";"BBG0: enabled";"FOK Quote";"No";
"148";"tcbm1";"TCBM";"tcbm1";"";"No";"";"";"";"Open";"No";"0";"";"No";"91.212.137.0/24";"";"Clients narrow";"No";
"5";"temp1.prod";"TEMPPROD";"temp1.prod";"";"";"";"";"Deleted";"Open";"No";"0";"";"No";"";"";"";"";
"6";"temp2.prod";"TEMPPROD";"temp2.prod";"";"";"";"";"Deleted";"Open";"No";"0";"";"No";"";"";"";"";
"3";"Test";"Test";"test";"";"";"";"";"Deleted, No Better Prices";"Open";"No";"0";"";"No";"";"";"";"";
"78";"test1";"VIKB";"test1";"";"Yes";"";"";"Deleted";"Open";"No";"0";"";"No";"193.28.44.13";"";"";"";
"270";"test7";"CENV";"test7";"";"Yes";"";"";"Deleted";"Indicative";"No";"0";"";"No";"";"Raiffeisen bank centrbank ag";"Viena Traders";"No";
"281";"test8";"CENV";"test8";"";"Yes";"";"";"Deleted";"Indicative";"No";"0";"";"No";"";"Raiffeisen bank centrbank ag";"Viena Traders";"No";
"377";"tfeb1";"TFEB";"tfeb1";"";"Yes";"";"";"";"Indicative";"No";"0";"";"No";"";"";"Clients narrow";"No";
"81";"Trader";"RDEAL";"Trader";"";"Yes";"";"";"";"Indicative";"No";"0";"";"No";"";"";" Not Set ";"No";
"236";"TRD";"TRD";"TRD";"";"Yes";"";"";"";"Open";"No";"0";"";"No";"";"";"Novm.trd";"No";
"310";"TRD2";"TRD2";"TRD2";"";"Yes";"";"";"";"Indicative";"No";"0";"";"No";"";"";"Novm.trd";"No";
"166";"tsbm.stp";"TCBM";"tcbm.stp";"";"Yes";"";"";"";"Indicative";"No";"0";"";"Yes";"91.212.137.0/24";"";" Not Set ";"No";
"42";"tsls.360t";"TSLS";"tsls.360t";"";"";"";"";"No Better Prices";"Open";"No";"0";"";"No";"";"360T: alias = RBRU.CUST.TEST";"FOK Quote";"No";
"40";"tsls.bbg";"TSLS";"tsls.bbg";"";"";"";"";"No Better Prices";"Open";"No";"0";"";"No";"";"BBG0: enabled";"TSLS Hedge";"No";
"311";"tsls_test.bbg";"SPOT01";"tsls_test.bbg";"";"Yes";"";"";"Deleted, No Better Prices";"Open";"No";"0";"";"No";"";"BBG0: enabled";"TSLS Hedge";"No";
"188";"turn1";"TURN";"turn1";"";"No";"";"";"";"Indicative";"No";"0";"";"Yes";"95.86.131.130; 95.86.131.131; 217.64.31.81;192.168.203.88; 192.168.203.89; 192.168.203.90;192.168.205.88; 192.168.205.89; 192.168.205.90";"";"Clients narrow";"No";
"384";"turo1";"TURO";"turo1";"";"Yes";"";"";"";"Indicative";"No";"0";"";"No";"";"";"Clients narrow";"No";
"323";"ubii1";"UBII";"ubii1";"";"Yes";"";"";"";"Indicative";"No";"0";"";"No";"";"UNITED BANK OF INDUSTRIAL INVESTMENTS заведен 13.03.2015";"Clients narrow";"No";
"117";"ubrd1";"UBRD";"ubrd1";"";"No";"";"";"";"Open";"No";"0";"";"Yes";"91.208.121.195;91.208.121.180;91.208.121.188;91.208.121.230;91.208.121.254;195.64.201.11;195.58.5.66;81.91.41.75;81.91.41.66;192.168.203.91;192.168.203.92;192.168.203.93;192.168.203.94;192.168.203.95;192.168.203.96;192.168.203.97;192.168.203.98;192.168.203.99;192.168.205.91;192.168.205.92;192.168.205.93;192.168.205.94;192.168.205.95;192.168.205.96;192.168.205.97;192.168.205.98;192.168.205.99";"";"Clients narrow";"No";
"379";"ubse1";"UBSE";"ubse1";"";"Yes";"";"";"";"Indicative";"No";"0";"";"No";"";"";"Clients narrow";"No";
"124";"urfi1";"URFI";"urfi1";"";"No";"";"";"";"Indicative";"No";"0";"";"Yes";"91.238.115.6;192.168.203.100;192.168.205.100";"";"Clients narrow";"No";
"342";"urka.bbg";"URKA";"urka.bbg";"";"Yes";"";"";"No Better Prices";"Open";"No";"0";"";"No";"";"BBG0: enabled";"Corporates BBG";"No";
"137";"urpb1";"URPB";"urpb1";"";"No";"";"";"";"Indicative";"No";"0";"";"No";"91.198.69.122;192.168.203.101;192.168.205.101";"";"Clients narrow";"No";
"127";"vegb1";"VEGB";"vegb1";"";"No";"";"";"";"Indicative";"No";"0";"";"Yes";"212.34.49.126;77.108.119.234;192.168.203.102;192.168.203.103;192.168.205.102;192.168.205.103";"";"Clients narrow";"No";
"416";"vers1";"VERS";"vers1";"";"No";"";"";"";"Indicative";"No";"0";"";"No";"";"";"Clients narrow";"No";
"47";"vest.360t";"VEST";"vest.360t";"";"";"";"";"No Better Prices, Exclude My STP Deals";"Open";"No";"0";"";"No";"";"360T: alias = VESTA BANK";"FOK Quote";"No";
"77";"vest.api";"VEST";"vest.api";"";"Yes";"";"";"No Better Prices, Don't validate";"Open";"No";"0";"";"Yes";"62.231.6.246;212.248.32.54;192.168.203.104;192.168.203.105;192.168.205.104;192.168.205.105";"";"VEST Stream";"No";
"247";"vest.int";"VEST";"vest.int";"";"Yes";"";"";"No Better Prices, Don't validate";"Open";"No";"0";"";"No";"";"INT0: alias = VESB";"VEST Stream";"No";
"84";"vest.stp";"VEST";"vest.stp";"";"Yes";"";"";"";"Indicative";"No";"0";"";"Yes";"62.231.6.246, 212.248.32.54;192.168.203.104;192.168.205.104";"";" Not Set ";"No";
"75";"vest1";"VEST";"vest1";"";"No";"";"";"";"Open";"No";"0";"";"Yes";"62.231.6.246, 212.248.32.54;192.168.203.104;192.168.205.104";"";"VEST Stream";"No";
"76";"vest2";"VEST";"vest2";"";"Yes";"";"";"";"Open";"No";"0";"";"Yes";"62.231.6.246, 212.248.32.54;192.168.203.104;192.168.205.104";"";"VEST Stream";"No";
"36";"vikb.bbg";"VIKB";"vikb.bbg";"";"";"";"";"No Better Prices";"Open";"No";"0";"";"No";"";"BBG0: enabled";"FOK Quote";"No";
"56";"vikb1";"VIKB";"vikb1";"";"No";"";"";"";"Open";"No";"0";"";"Yes";"86.106.212.39;192.168.203.106;192.168.205.106";"";"Clients wide";"No";
"61";"vikb2";"VIKB";"vikb2";"";"No";"";"";"";"Open";"No";"0";"";"Yes";"86.106.212.39;192.168.203.106;192.168.205.106";"";"Clients wide";"No";
"146";"vost.bbg";"VOST";"vost.bbg";"";"Yes";"";"";"No Better Prices";"Open";"No";"0";"";"No";"";"BBG0: enabled";"FOK Quote";"No";
"173";"vost1";"VOST";"vost1";"";"No";"";"";"";"Open";"No";"0";"";"No";"185.9.228.0/24;192.168.203.107;192.168.205.107";"";"Clients wide";"No";
"320";"vost2";"VOST";"vost2";"";"No";"";"";"";"Open";"No";"0";"";"No";"185.9.228.0/24;192.168.203.107;192.168.205.107";"";"Clients wide";"No";
"382";"vost3";"VOST";"vost3";"";"No";"";"";"";"Indicative";"No";"0";"";"No";"185.9.228.0/24;192.168.203.107;192.168.205.107";"";"Clients wide";"No";
"450";"vost4";"VOST";"vost4";"";"No";"";"";"";"Open";"No";"0";"";"No";"185.9.228.0/24;192.168.203.107;192.168.205.107";"";"Clients wide";"No";
"368";"vtbl.bbg";"VTBL";"vtbl.bbg";"";"Yes";"";"";"No Better Prices";"Open";"No";"0";"";"No";"";"BBG0: enabled";"FOK Quote";"No";
"447";"vtbx.ebsd2";"VTBX";"vtbx.ebsd2";"";"Yes";"";"";"No Better Prices, Own Deals, Own STP Deals, Exclude My Deals, Exclude My STP Deals";"Open";"No";"0";"";"No";"";"EBSD2: alias = VTBX";"EBS Direct Onshore";"No";
"446";"vtbx.ebsdfa";"VTBX";"vtbx.ebsdfa";"";"Yes";"";"";"No Better Prices, Own Deals, Own STP Deals, Exclude My Deals, Exclude My STP Deals";"Open";"No";"0";"";"No";"";"EBSD FA: alias = VTBX";"EBS Direct FA";"No";
"32";"vtrr.bbg";"VTRR";"vtrr.bbg";"";"";"";"";"No Better Prices";"Open";"No";"0";"";"No";"";"BBG0: enabled";"FOK Quote";"No";
"44";"wgzd.360t";"WGZD";"wgzd.360t";"";"";"";"";"No Better Prices";"Closed";"No";"0";"";"No";"";"360T: alias = WGZ.DUS";"FOK Quote";"No";
"118";"zent1";"ZENT";"zent1";"";"No";"";"";"";"Open";"No";"0";"";"Yes";"194.186.83.37;192.168.203.108;192.168.205.108";"";"Clients narrow";"No";
"116";"zhld1";"VOST";"zhld1";"";"Yes";"";"";"";"Open";"No";"0";"";"Yes";"91.198.69.122";"";"Clients narrow";"No";
